,datestr,city,state,shape,duration_description,start_dt,duration_secs,end_dt,location_name,lon,lat
207,2/25/17 04:45,Fall Creek,OR,sphere,15 minutes,2017-02-25 04:45:00,900.0,2017-02-25 05:00:00,OR Fall Creek,-122.8203521,43.9595707
208,2/24/17 23:42,Beacon,NY,light,1 hour,2017-02-24 23:42:00,3600.0,2017-02-25 00:42:00,NY Beacon,-73.9695832,41.5048158
209,2/24/17 23:00,Omaha,NE,rectangle,2 minutes?,2017-02-24 23:00:00,120.0,2017-02-24 23:02:00,NE Omaha,-95.9979883,41.2523634
210,2/24/17 22:40,winter harbor,ME,light,1 hour,2017-02-24 22:40:00,3600.0,2017-02-24 23:40:00,ME winter harbor,-68.0830278,44.3947873
212,2/24/17 21:00,Bridgeport,CT,circle,20 minutes,2017-02-24 21:00:00,1200.0,2017-02-24 21:20:00,CT Bridgeport,-73.1951767,41.1865478
213,2/24/17 20:45,Port Saint Lucie,FL,circle,5 minutes,2017-02-24 20:45:00,300.0,2017-02-24 20:50:00,FL Port Saint Lucie,-80.3582261,27.2730492
214,2/24/17 20:30,Ravenna,OH,oval,30 minutes,2017-02-24 20:30:00,1800.0,2017-02-24 21:00:00,OH Ravenna,-81.2420473,41.1575566
215,2/24/17 20:30,Santa Fe,NM,fireball,20 minutes,2017-02-24 20:30:00,1200.0,2017-02-24 20:50:00,NM Santa Fe,-105.937799,35.6869752
216,2/24/17 20:30,Payson,AZ,other,10 minutes,2017-02-24 20:30:00,600.0,2017-02-24 20:40:00,AZ Payson,-111.3251355,34.2308684
217,2/24/17 20:00,Uniontown,PA,circle,24 hours,2017-02-24 20:00:00,86400.0,2017-02-25 20:00:00,PA Uniontown,-79.7164326,39.900076
219,2/24/17 20:00,Bennington,VT,light,5 minutes,2017-02-24 20:00:00,300.0,2017-02-24 20:05:00,VT Bennington,-73.1967741,42.8781345
220,2/24/17 19:40,Buckeye/Litchfield Park,AZ,circle,10 minutes,2017-02-24 19:40:00,600.0,2017-02-24 19:50:00,AZ Buckeye/Litchfield Park,-112.3612522,33.4651503
222,2/24/17 03:00,Dallas,TX,light,30 minutes,2017-02-24 03:00:00,1800.0,2017-02-24 03:30:00,TX Dallas,-96.7969879,32.7766642
223,2/24/17 03:00,Dallas,TX,light,30 minutes,2017-02-24 03:00:00,1800.0,2017-02-24 03:30:00,TX Dallas,-96.7969879,32.7766642
224,2/23/17 00:00,Fort Lauderdale,FL,fireball,3 minutes,2017-02-23 00:00:00,180.0,2017-02-23 00:03:00,FL Fort Lauderdale,-80.1373174,26.1224386
225,2/23/17 22:00,Chattanooga,TN,sphere,30 minutes,2017-02-23 22:00:00,1800.0,2017-02-23 22:30:00,TN Chattanooga,-85.3096801,35.0456297
226,2/23/17 21:00,Hiram,GA,light,20-30 minutes,2017-02-23 21:00:00,1800.0,2017-02-23 21:30:00,GA Hiram,-84.7621592,33.8756601
227,2/23/17 21:00,Hamilton,MS,sphere,2 hours,2017-02-23 21:00:00,7200.0,2017-02-23 23:00:00,MS Hamilton,-88.4116881,33.740225
228,2/23/17 20:30,West Valley City,UT,sphere,2 minutes,2017-02-23 20:30:00,120.0,2017-02-23 20:32:00,UT West Valley City,-112.0010501,40.6916132
229,2/23/17 19:50,Rosendale,NY,sphere,4 seconds,2017-02-23 19:50:00,4.0,2017-02-23 19:50:04,NY Rosendale,-74.0810669,41.8443125
230,2/23/17 19:40,Greenfield Twp,PA,circle,15 minutes,2017-02-23 19:40:00,900.0,2017-02-23 19:55:00,PA Greenfield Twp,-75.5858886,41.6100969
231,2/23/17 19:30,Reading,PA,unknown,4 minutes,2017-02-23 19:30:00,240.0,2017-02-23 19:34:00,PA Reading,-75.9268747,40.3356483
232,2/23/17 18:43,Philadelphia,PA,changing,2-3 minutes,2017-02-23 18:43:00,180.0,2017-02-23 18:46:00,PA Philadelphia,-75.1652215,39.9525839
233,2/23/17 18:00,Eaton,CO,circle,1-2 minutes,2017-02-23 18:00:00,120.0,2017-02-23 18:02:00,CO Eaton,-104.702515,40.5194046
234,2/23/17 17:30,Clarksville,TN,disk,2 seconds,2017-02-23 17:30:00,2.0,2017-02-23 17:30:02,TN Clarksville,-87.3594528,36.5297706
235,2/23/17 15:10,Albuquerque,NM,flash,1 minute,2017-02-23 15:10:00,60.0,2017-02-23 15:11:00,NM Albuquerque,-106.6055534,35.0853336
238,2/23/17 06:00,Acworth,GA,cylinder,2 minutes,2017-02-23 06:00:00,120.0,2017-02-23 06:02:00,GA Acworth,-84.6768796,34.0659329
239,2/23/17 05:45,Brook Park,OH,flash,3 seconds,2017-02-23 05:45:00,3.0,2017-02-23 05:45:03,OH Brook Park,-81.8045788,41.3983838
240,2/23/17 00:00,Syracuse,NY,other,30 seconds,2017-02-23 00:00:00,30.0,2017-02-23 00:00:30,NY Syracuse,-76.1474244,43.0481221
241,2/22/17 21:50,Auburn,AL,unknown,3 minutes,2017-02-22 21:50:00,180.0,2017-02-22 21:53:00,AL Auburn,-85.4807825,32.6098566
243,2/22/17 21:00,Tamaqua,PA,cylinder,10 minutes,2017-02-22 21:00:00,600.0,2017-02-22 21:10:00,PA Tamaqua,-75.9693707,40.7973112
244,2/22/17 21:00,Whitefish,MT,light,15 minutes,2017-02-22 21:00:00,900.0,2017-02-22 21:15:00,MT Whitefish,-114.3352652,48.4106373
245,2/22/17 21:00,Fountain Valley,CA,unknown,3 minutes,2017-02-22 21:00:00,180.0,2017-02-22 21:03:00,CA Fountain Valley,-117.9536697,33.7091847
246,2/22/17 20:50,Bowen Island (Canada),BC,egg,15 minutes,2017-02-22 20:50:00,900.0,2017-02-22 21:05:00,BC Bowen Island (Canada),-123.3701541,49.3767653
247,2/22/17 20:27,Beaufort,SC,cross,1-2 Minutes,2017-02-22 20:27:00,120.0,2017-02-22 20:29:00,SC Beaufort,-80.669148,32.4364815
248,2/22/17 19:45,Casco,ME,light,25 minutes,2017-02-22 19:45:00,1500.0,2017-02-22 20:10:00,ME Casco,-70.5211945,43.969246
249,2/22/17 19:30,Swanville,ME,light,45 minutes,2017-02-22 19:30:00,2700.0,2017-02-22 20:15:00,ME Swanville,-68.9978129,44.5211855
250,2/22/17 19:30,Fremont,NJ,light,2-5 minutes,2017-02-22 19:30:00,300.0,2017-02-22 19:35:00,NJ Fremont,-75.0794753,39.9432836
251,2/22/17 19:19,Dothan,AL,circle,7 min,2017-02-22 19:19:00,420.0,2017-02-22 19:26:00,AL Dothan,-85.3904888,31.2232313
252,2/22/17 19:00,Waukesha,WI,oval,3 hours,2017-02-22 19:00:00,10800.0,2017-02-22 22:00:00,WI Waukesha,-88.2314813,43.0116784
253,2/22/17 19:00,Windsor,VT,circle,1 hour,2017-02-22 19:00:00,3600.0,2017-02-22 20:00:00,VT Windsor,-72.3865679,43.4799996
254,2/22/17 18:30,Fullerton,CA,diamond,30 minutes,2017-02-22 18:30:00,1800.0,2017-02-22 19:00:00,CA Fullerton,-117.8869261,33.8829226
255,2/21/17 22:45,Marietta,OH,fireball,&lt;2 Minutes,2017-02-21 22:45:00,120.0,2017-02-21 22:47:00,OH Marietta,-81.4548436,39.415352
256,2/21/17 21:00,Nampa,ID,disk,40 minutes,2017-02-21 21:00:00,2400.0,2017-02-21 21:40:00,ID Nampa,-116.5634624,43.5407172
257,2/21/17 20:00,Phoenix,AZ,light,10minutes,2017-02-21 20:00:00,600.0,2017-02-21 20:10:00,AZ Phoenix,-112.0740373,33.4483771
259,2/21/17 19:00,Simpsonville,SC,oval,1-2 minutes,2017-02-21 19:00:00,120.0,2017-02-21 19:02:00,SC Simpsonville,-82.2542834,34.7370639
261,2/21/17 11:40,Sun City West,AZ,other,3 minutes,2017-02-21 11:40:00,180.0,2017-02-21 11:43:00,AZ Sun City West,-112.3412726,33.6619819
262,2/21/17 11:15,Peoria,AZ,formation,10 minutes,2017-02-21 11:15:00,600.0,2017-02-21 11:25:00,AZ Peoria,-112.2373779,33.5805955
263,2/21/17 07:00,Basehor,KS,light,2.3 hours,2017-02-21 07:00:00,10800.0,2017-02-21 10:00:00,KS Basehor,-94.9385762,39.1416692
265,2/21/17 01:00,Newton,IA,triangle,2 mins,2017-02-21 01:00:00,120.0,2017-02-21 01:02:00,IA Newton,-93.0573533,41.7033177
267,2/20/17 21:30,Roswell,GA,oval,10 minutes,2017-02-20 21:30:00,600.0,2017-02-20 21:40:00,GA Roswell,-84.3615555,34.0232431
269,2/20/17 21:00,Tucson,AZ,light,25 minutes,2017-02-20 21:00:00,1500.0,2017-02-20 21:25:00,AZ Tucson,-110.926479,32.2217429
270,2/20/17 20:50,Porter township,PA,light,20 minutes,2017-02-20 20:50:00,1200.0,2017-02-20 21:10:00,PA Porter township,-75.0844757,41.2410664
271,2/20/17 20:11,Chicago,IL,light,12 Minutes 41 Seconds,2017-02-20 20:11:00,41.0,2017-02-20 20:11:41,IL Chicago,-87.6297982,41.8781136
273,2/20/17 20:00,Butte,MT,triangle,4 minutes,2017-02-20 20:00:00,240.0,2017-02-20 20:04:00,MT Butte,-112.5347776,46.0038232
275,2/20/17 18:40,East Haven,CT,triangle,~5 minutes,2017-02-20 18:40:00,300.0,2017-02-20 18:45:00,CT East Haven,-72.8684565,41.2841687
278,2/19/17 23:05,Cuyahoga Falls,OH,light,6 seconds,2017-02-19 23:05:00,6.0,2017-02-19 23:05:06,OH Cuyahoga Falls,-81.4845585,41.1339449
279,2/19/17 23:00,Lindenwold,NJ,changing,3 hours,2017-02-19 23:00:00,10800.0,2017-02-20 02:00:00,NJ Lindenwold,-74.9851678,39.8201681
280,2/19/17 22:50,Toledo,OH,other,4 seconds,2017-02-19 22:50:00,4.0,2017-02-19 22:50:04,OH Toledo,-83.555212,41.6639383
281,2/19/17 22:30,Atchison,KS,unknown,10 seconds,2017-02-19 22:30:00,10.0,2017-02-19 22:30:10,KS Atchison,-95.1216356,39.5630521
283,2/19/17 22:00,South Dennis,MA,sphere,10-15 minutes,2017-02-19 22:00:00,900.0,2017-02-19 22:15:00,MA South Dennis,-70.1515342,41.7020781
284,2/19/17 21:05,Midland (Canada),ON,light,1 hour,2017-02-19 21:05:00,3600.0,2017-02-19 22:05:00,ON Midland (Canada),-79.8921923,44.749516
285,2/19/17 20:58,Hays,MT,oval,3 hours,2017-02-19 20:58:00,10800.0,2017-02-19 23:58:00,MT Hays,-130.315561,54.28388
287,2/19/17 20:00,Queensbury,NY,circle,1/2 hour,2017-02-19 20:00:00,7200.0,2017-02-19 22:00:00,NY Queensbury,-73.6771662,43.353627
288,2/19/17 19:50,Tacoma,WA,triangle,10  minutes,2017-02-19 19:50:00,600.0,2017-02-19 20:00:00,WA Tacoma,-122.4442906,47.2528768
289,2/19/17 19:30,Bushkill Township,PA,light,2 hours,2017-02-19 19:30:00,7200.0,2017-02-19 21:30:00,PA Bushkill Township,-75.329557,40.7893796
290,2/19/17 19:30,Siler City,NC,sphere,20 minutes,2017-02-19 19:30:00,1200.0,2017-02-19 19:50:00,NC Siler City,-79.4622431,35.7234734
292,2/19/17 17:45,Mananlapan,NJ,light,5hours 45 minutes,2017-02-19 17:45:00,2700.0,2017-02-19 18:30:00,NJ Mananlapan,-74.348582,40.2859203
293,2/19/17 14:00,Shrewsbury,MA,light,~5 minutes,2017-02-19 14:00:00,300.0,2017-02-19 14:05:00,MA Shrewsbury,-71.7128471,42.2959267
294,2/19/17 12:15,Penfield,NY,circle,~10 minutes,2017-02-19 12:15:00,600.0,2017-02-19 12:25:00,NY Penfield,-77.475551,43.1303407
295,2/19/17 11:00,St. Petersburg,FL,sphere,<1 second,2017-02-19 11:00:00,1.0,2017-02-19 11:00:01,FL St. Petersburg,-82.6267345,27.7518284
297,2/19/17 07:30,New York City (Brooklyn),NY,light,30 minutes,2017-02-19 07:30:00,1800.0,2017-02-19 08:00:00,NY New York City (Brooklyn),-73.9441579,40.6781784
298,2/19/17 05:15,Elk Mountain,WY,unknown,2 seconds,2017-02-19 05:15:00,2.0,2017-02-19 05:15:02,WY Elk Mountain,-106.4140868,41.6893961
299,2/19/17 04:12,Londonderry,NH,triangle,30 minutes,2017-02-19 04:12:00,1800.0,2017-02-19 04:42:00,NH Londonderry,-71.3739272,42.8651298
300,2/19/17 04:00,St. Paul,MN,circle,3 seconds,2017-02-19 04:00:00,3.0,2017-02-19 04:00:03,MN St. Paul,-93.0899578,44.9537029
302,2/18/17 22:55,Germantown,MD,other,15 seconds,2017-02-18 22:55:00,15.0,2017-02-18 22:55:15,MD Germantown,-77.2716502,39.1731621
303,2/18/17 22:30,Sawyer,MI,formation,5-10 minutes,2017-02-18 22:30:00,600.0,2017-02-18 22:40:00,MI Sawyer,-86.5898397,41.8855031
304,2/18/17 22:00,Apple valley,MN,circle,~6 minutes,2017-02-18 22:00:00,360.0,2017-02-18 22:06:00,MN Apple valley,-93.21772,44.7319094
305,2/18/17 21:47,West bend,WI,diamond,6 seconds,2017-02-18 21:47:00,6.0,2017-02-18 21:47:06,WI West bend,-88.1834277,43.4252776
306,2/18/17 21:00,Sioux Falls,SD,sphere,>15 minutes,2017-02-18 21:00:00,900.0,2017-02-18 21:15:00,SD Sioux Falls,-96.7311034,43.5445959
307,2/18/17 20:45,Buford,WY,circle,15 minutes,2017-02-18 20:45:00,900.0,2017-02-18 21:00:00,WY Buford,-105.3022921,41.1236875
308,2/18/17 20:45,Buford,WY,circle,15 minutes,2017-02-18 20:45:00,900.0,2017-02-18 21:00:00,WY Buford,-105.3022921,41.1236875
309,2/18/17 20:15,Skokie,IL,circle,2 seconds,2017-02-18 20:15:00,2.0,2017-02-18 20:15:02,IL Skokie,-87.7416246,42.0324025
310,2/18/17 19:10,Colorado Springs,CO,other,2 minutes,2017-02-18 19:10:00,120.0,2017-02-18 19:12:00,CO Colorado Springs,-104.8213634,38.8338816
311,2/18/17 19:00,Glendale Heights,IL,light,10 minutes,2017-02-18 19:00:00,600.0,2017-02-18 19:10:00,IL Glendale Heights,-88.0717353,41.9103068
312,2/18/17 19:00,Chanhassen (east of),MN,circle,5 minutes,2017-02-18 19:00:00,300.0,2017-02-18 19:05:00,MN Chanhassen (east of),-93.5323103,44.8619645
313,2/18/17 18:00,Glendale Heights,IL,light,10 minutes,2017-02-18 18:00:00,600.0,2017-02-18 18:10:00,IL Glendale Heights,-88.0717353,41.9103068
314,2/18/17 18:00,Hartford,ME,light,6 minutes,2017-02-18 18:00:00,360.0,2017-02-18 18:06:00,ME Hartford,-70.346726,44.372845
315,2/18/17 17:00,Massena,NY,cylinder,20 minutes,2017-02-18 17:00:00,1200.0,2017-02-18 17:20:00,NY Massena,-74.891865,44.9281049
318,2/18/17 03:00,Raymore,MO,flash,10-20 sec,2017-02-18 03:00:00,20.0,2017-02-18 03:00:20,MO Raymore,-94.4527294,38.801953
319,2/18/17 00:00,Gettysburg,PA,circle,3 seconds,2017-02-18 00:00:00,3.0,2017-02-18 00:00:03,PA Gettysburg,-77.2310955,39.8309293
320,2/17/17 23:50,Tacoma,WA,formation,6 seconds,2017-02-17 23:50:00,6.0,2017-02-17 23:50:06,WA Tacoma,-122.4442906,47.2528768
321,2/17/17 23:27,Millvale,PA,fireball,5 seconds,2017-02-17 23:27:00,5.0,2017-02-17 23:27:05,PA Millvale,-79.9783862,40.480069
322,2/17/17 23:20,Billings,MT,circle,5 minutes,2017-02-17 23:20:00,300.0,2017-02-17 23:25:00,MT Billings,-108.5006904,45.7832856
323,2/17/17 23:00,Osceola,IN,unknown,1 hour +,2017-02-17 23:00:00,3600.0,2017-02-18 00:00:00,IN Osceola,-86.075836,41.6650487
324,2/17/17 22:15,Moon Township/clinton,PA,fireball,10 seconds,2017-02-17 22:15:00,10.0,2017-02-17 22:15:10,PA Moon Township/clinton,-80.2720981,40.5070688
325,2/17/17 20:40,Irving,TX,light,20 minutes,2017-02-17 20:40:00,1200.0,2017-02-17 21:00:00,TX Irving,-96.9488945,32.8140177
327,2/17/17 20:07,Fairbanks,AK,circle,8 minutes + -,2017-02-17 20:07:00,480.0,2017-02-17 20:15:00,AK Fairbanks,-147.7163889,64.8377778
328,2/17/17 20:03,Troy,MI,cylinder,>1 hour,2017-02-17 20:03:00,3600.0,2017-02-17 21:03:00,MI Troy,-83.1497751,42.6064095
329,2/17/17 19:00,"Panama city beach,east",FL,fireball,4.17 minutes,2017-02-17 19:00:00,1020.0,2017-02-17 19:17:00,"FL Panama city beach,east",-85.8124018,30.1795257
330,2/17/17 18:45,Longmont,CO,oval,5 minutes,2017-02-17 18:45:00,300.0,2017-02-17 18:50:00,CO Longmont,-105.1019275,40.1672068
331,2/17/17 18:00,Edmonton (Canada),AB,light,20 minutes,2017-02-17 18:00:00,1200.0,2017-02-17 18:20:00,AB Edmonton (Canada),-113.4909267,53.544389
332,2/17/17 15:20,Florence,SC,oval,1 minute,2017-02-17 15:20:00,60.0,2017-02-17 15:21:00,SC Florence,-79.7625625,34.1954331
333,2/17/17 08:30,Bryan,TX,oval,45 seconds,2017-02-17 08:30:00,45.0,2017-02-17 08:30:45,TX Bryan,-96.3699632,30.6743643
334,2/16/17 23:30,Johnson City,NY,oval,2 seconds,2017-02-16 23:30:00,2.0,2017-02-16 23:30:02,NY Johnson City,-75.9588092,42.1156308
335,2/16/17 21:00,Longview,TX,light,2 hours,2017-02-16 21:00:00,7200.0,2017-02-16 23:00:00,TX Longview,-94.7404891,32.5007037
336,2/16/17 20:45,Indio,CA,sphere,5 minutes,2017-02-16 20:45:00,300.0,2017-02-16 20:50:00,CA Indio,-116.2155619,33.7205771
338,2/16/17 20:00,Social Circle,GA,triangle,5 minutes,2017-02-16 20:00:00,300.0,2017-02-16 20:05:00,GA Social Circle,-83.718231,33.656228
340,2/16/17 19:48,Bartlesville,OK,formation,30 seconds,2017-02-16 19:48:00,30.0,2017-02-16 19:48:30,OK Bartlesville,-95.9808179,36.7473114
342,2/16/17 19:00,Mt. Orab,OH,fireball,15 minutes,2017-02-16 19:00:00,900.0,2017-02-16 19:15:00,OH Mt. Orab,-83.919652,39.0275659
343,2/16/17 18:30,Grifton,NC,other,10 seconds,2017-02-16 18:30:00,10.0,2017-02-16 18:30:10,NC Grifton,-77.4374641,35.3726629
345,2/16/17 17:09,Winterville,NC,sphere,1 minute,2017-02-16 17:09:00,60.0,2017-02-16 17:10:00,NC Winterville,-77.4010762,35.529051
346,2/16/17 16:30,Paducah,KY,cigar,<1 minute,2017-02-16 16:30:00,60.0,2017-02-16 16:31:00,KY Paducah,-88.6000478,37.0833893
347,2/16/17 16:30,Grifton,NC,sphere,1 minute,2017-02-16 16:30:00,60.0,2017-02-16 16:31:00,NC Grifton,-77.4374641,35.3726629
348,2/16/17 16:00,Wichita,KS,other,2 minutes,2017-02-16 16:00:00,120.0,2017-02-16 16:02:00,KS Wichita,-97.330053,37.6871761
349,2/16/17 10:30,Camarillo,CA,light,15 minutes,2017-02-16 10:30:00,900.0,2017-02-16 10:45:00,CA Camarillo,-119.0376023,34.2163937
350,2/16/17 07:18,Maycomb,AL,disk,1 minute,2017-02-16 07:18:00,60.0,2017-02-16 07:19:00,AL Maycomb,-87.3247077,31.5279399
352,2/16/17 07:00,Yuma,AZ,light,1 minute,2017-02-16 07:00:00,60.0,2017-02-16 07:01:00,AZ Yuma,-114.6276916,32.6926512
353,2/16/17 06:15,Bushkill,PA,light,1 hour,2017-02-16 06:15:00,3600.0,2017-02-16 07:15:00,PA Bushkill,-75.0018401,41.093429
354,2/15/17 23:15,The Villages,FL,light,15 minutes,2017-02-15 23:15:00,900.0,2017-02-15 23:30:00,FL The Villages,-82.0037608,28.927019
355,2/15/17 22:00,National City,CA,light,>5-10 minutes,2017-02-15 22:00:00,600.0,2017-02-15 22:10:00,CA National City,-117.0991967,32.6781085
356,2/15/17 21:12,Hopulikit,GA,light,15-20 seconds,2017-02-15 21:12:00,20.0,2017-02-15 21:12:20,GA Hopulikit,-81.8503916,32.5215587
359,2/15/17 20:30,Lava Hot Springs,ID,light,1-2 hours,2017-02-15 20:30:00,7200.0,2017-02-15 22:30:00,ID Lava Hot Springs,-112.0110712,42.6193625
361,2/15/17 20:00,Austin,NV,triangle,3 minutes,2017-02-15 20:00:00,180.0,2017-02-15 20:03:00,NV Austin,-117.0672356,39.4925701
362,2/15/17 20:00,Jersey City,NJ,sphere,~3 hours,2017-02-15 20:00:00,10800.0,2017-02-15 23:00:00,NJ Jersey City,-74.0776417,40.7281575
365,2/15/17 19:50,Chillicothe,OH,unknown,5 minutes,2017-02-15 19:50:00,300.0,2017-02-15 19:55:00,OH Chillicothe,-82.9824019,39.3331197
366,2/15/17 19:50,Harper,TX,light,~6 seconds,2017-02-15 19:50:00,6.0,2017-02-15 19:50:06,TX Harper,-99.2442144,30.2999195
368,2/15/17 19:50,Harper,TX,light,10 seconds,2017-02-15 19:50:00,10.0,2017-02-15 19:50:10,TX Harper,-99.2442144,30.2999195
369,2/15/17 19:40,Bethel,OH,light,25 seconds,2017-02-15 19:40:00,25.0,2017-02-15 19:40:25,OH Bethel,-84.0807664,38.9636771
371,2/15/17 19:00,Wichita,KS,circle,1 minute each,2017-02-15 19:00:00,60.0,2017-02-15 19:01:00,KS Wichita,-97.330053,37.6871761
372,2/15/17 18:48,Cape Girardeau,MO,light,5 minutes,2017-02-15 18:48:00,300.0,2017-02-15 18:53:00,MO Cape Girardeau,-89.5181476,37.3058839
373,2/15/17 09:50,Algood,TN,egg,5 seconds,2017-02-15 09:50:00,5.0,2017-02-15 09:50:05,TN Algood,-85.4485849,36.1958946
375,2/15/17,Strathmore (Canada),AB,unknown,90 minutes,2017-02-15 00:00:00,5400.0,2017-02-15 01:30:00,AB Strathmore (Canada),-113.4002873,51.0378523
376,2/14/17 22:00,Redlands,CA,changing,30 minutes,2017-02-14 22:00:00,1800.0,2017-02-14 22:30:00,CA Redlands,-117.1825381,34.0555693
377,2/14/17 21:00,Torrance,CA,light,3 minutes,2017-02-14 21:00:00,180.0,2017-02-14 21:03:00,CA Torrance,-118.3406288,33.8358492
378,2/14/17 20:00,Claremont,CA,other,7 seconds,2017-02-14 20:00:00,7.0,2017-02-14 20:00:07,CA Claremont,-117.7197785,34.0966764
379,2/14/17 19:35,Bethlehem,PA,fireball,2 minutes,2017-02-14 19:35:00,120.0,2017-02-14 19:37:00,PA Bethlehem,-75.3704579,40.6259316
380,2/14/17 19:30,Vancouver,WA,triangle,10 seconds,2017-02-14 19:30:00,10.0,2017-02-14 19:30:10,WA Vancouver,-122.6716063,45.6318397
382,2/14/17 06:32,Los Angeles,CA,light,15 seconds,2017-02-14 06:32:00,15.0,2017-02-14 06:32:15,CA Los Angeles,-118.2436849,34.0522342
383,2/14/17 06:20,Auburn,NY,other,10 minutes,2017-02-14 06:20:00,600.0,2017-02-14 06:30:00,NY Auburn,-76.5660529,42.9317335
384,2/14/17 06:20,Pioneer,CA,sphere,1 minute,2017-02-14 06:20:00,60.0,2017-02-14 06:21:00,CA Pioneer,-120.5718719,38.4318551
385,2/14/17 06:20,Roseville,CA,light,2 minutes,2017-02-14 06:20:00,120.0,2017-02-14 06:22:00,CA Roseville,-121.2880059,38.7521235
386,2/14/17 06:20,Turlock,CA,light,15-20 seconds,2017-02-14 06:20:00,20.0,2017-02-14 06:20:20,CA Turlock,-120.8465941,37.4946568
388,2/14/17 06:15,Hollister,CA,light,4 minutes,2017-02-14 06:15:00,240.0,2017-02-14 06:19:00,CA Hollister,-121.4016021,36.8524545
389,2/14/17 03:30,Stafford,VA,light,1 hour,2017-02-14 03:30:00,3600.0,2017-02-14 04:30:00,VA Stafford,-77.4242972,38.4334566
390,2/14/17 01:15,Kelso,WA,light,13 minutes,2017-02-14 01:15:00,780.0,2017-02-14 01:28:00,WA Kelso,-122.9084445,46.146779
391,2/14/17 01:00,Lexington,KY,oval,30 seconds,2017-02-14 01:00:00,30.0,2017-02-14 01:00:30,KY Lexington,-84.5037164,38.0405837
392,2/13/17 23:00,Morton,IL,circle,30 seconds,2017-02-13 23:00:00,30.0,2017-02-13 23:00:30,IL Morton,-89.4592609,40.6128161
393,2/13/17 22:00,Alcester,SD,sphere,30 minutes,2017-02-13 22:00:00,1800.0,2017-02-13 22:30:00,SD Alcester,-96.6308708,43.0213783
394,2/13/17 22:00,Franklin,NH,triangle,30 minutes,2017-02-13 22:00:00,1800.0,2017-02-13 22:30:00,NH Franklin,-71.6472988,43.4442432
395,2/13/17 21:30,West Union,IA,chevron,10 minutes,2017-02-13 21:30:00,600.0,2017-02-13 21:40:00,IA West Union,-91.8082167,42.9627564
396,2/13/17 21:30,Concord - Penecook,NH,fireball,30-45 seconds,2017-02-13 21:30:00,45.0,2017-02-13 21:30:45,NH Concord - Penecook,-71.6002039,43.280373
397,2/13/17 21:15,Highlands,NC,sphere,15-25 minutes,2017-02-13 21:15:00,1500.0,2017-02-13 21:40:00,NC Highlands,-83.1968173,35.0525909
398,2/13/17 21:15,New York City,NY,light,4 seconds,2017-02-13 21:15:00,4.0,2017-02-13 21:15:04,NY New York City,-74.0059413,40.7127837
399,2/13/17 21:10,Wall,NJ,fireball,30 seconds,2017-02-13 21:10:00,30.0,2017-02-13 21:10:30,NJ Wall,-74.0679753,40.1606666
400,2/13/17 21:05,Franklin,MA,sphere,3 seconds,2017-02-13 21:05:00,3.0,2017-02-13 21:05:03,MA Franklin,-71.396725,42.0834313
401,2/13/17 21:00,Ludlow,KY,sphere,15 minutes and ongoing,2017-02-13 21:00:00,900.0,2017-02-13 21:15:00,KY Ludlow,-84.5474435,39.0925597
403,2/13/17 20:00,Capitola,CA,sphere,>15 minutes,2017-02-13 20:00:00,900.0,2017-02-13 20:15:00,CA Capitola,-121.953293,36.9752283
404,2/13/17 20:00,Medina,OH,rectangle,1 minute,2017-02-13 20:00:00,60.0,2017-02-13 20:01:00,OH Medina,-81.8552196,41.143245
405,2/13/17 19:30,Mt. Orab,OH,light,5 minutes,2017-02-13 19:30:00,300.0,2017-02-13 19:35:00,OH Mt. Orab,-83.919652,39.0275659
406,2/13/17 18:40,Brick,NJ,light,3 minutes,2017-02-13 18:40:00,180.0,2017-02-13 18:43:00,NJ Brick,-74.1371832,40.0578384
408,2/13/17 01:08,Detroit,MI,triangle,45 seconds,2017-02-13 01:08:00,45.0,2017-02-13 01:08:45,MI Detroit,-83.0457538,42.331427
410,2/12/17 22:53,Richland,WA,circle,1 minute,2017-02-12 22:53:00,60.0,2017-02-12 22:54:00,WA Richland,-119.2844621,46.2856907
412,2/12/17 21:30,Mokuliea,HI,changing,20 minutes,2017-02-12 21:30:00,1200.0,2017-02-12 21:50:00,HI Mokuliea,-158.2065004,21.5766372
415,2/12/17 20:30,Peoria,AZ,circle,1 hour,2017-02-12 20:30:00,3600.0,2017-02-12 21:30:00,AZ Peoria,-112.2373779,33.5805955
416,2/12/17 20:00,Winter Haven,FL,circle,~10 minutes,2017-02-12 20:00:00,600.0,2017-02-12 20:10:00,FL Winter Haven,-81.7328567,28.0222435
417,2/12/17 19:00,Novelty,OH,diamond,7 minutes,2017-02-12 19:00:00,420.0,2017-02-12 19:07:00,OH Novelty,-81.3509416,41.4651134
418,2/12/17 19:00,Wausau,WI,light,2+ hours still going,2017-02-12 19:00:00,7200.0,2017-02-12 21:00:00,WI Wausau,-89.6301221,44.9591352
419,2/12/17 19:00,King,NC,sphere,~2 hours,2017-02-12 19:00:00,7200.0,2017-02-12 21:00:00,NC King,-80.3592197,36.2806939
420,2/12/17 18:45,Saint Paul,MN,circle,>3 hours,2017-02-12 18:45:00,10800.0,2017-02-12 21:45:00,MN Saint Paul,-93.0899578,44.9537029
421,2/12/17 18:37,Orland Park,IL,unknown,30 seconds,2017-02-12 18:37:00,30.0,2017-02-12 18:37:30,IL Orland Park,-87.8539425,41.6303103
